"NTEE","NTEE2","level1","level2","level3","level4","level5","level1.label","level2.label","level3.label","level4.label","level5.label","keywords"
"B1170","EDU-B70-MS","EDU","Bxx","B7x","B70","MS","Education","Education","Providing monetary support to a sinlge organization in education.","Facilities which house a collection of materials including books, manuscripts, journals, government documents and non-print formats such as paintings, musical recordings, videotapes, films and data files which are organized for access by a targeted population.","Monetary Support - Single Organization",NA
"B1180","EDU-B80-MS","EDU","Bxx","B8x","B80","MS","Education","Education","Providing monetary support to a sinlge organization in education.","Organizations that provide services, facilities and programs that support student needs, foster student learning and personal development, create a healthy and diverse community, and enrich student life.","Monetary Support - Single Organization",NA
"B1183","EDU-B83-MS","EDU","Bxx","B8x","B83","MS","Education","Education","Providing monetary support to a sinlge organization in education.","Associations for male and female students which are chapters of national or international organizations, have secret rites and restricted membership, and may undertake, as a part of their activities, community improvement or charitable projects. Included are student sororities and fraternities and honorary societies that represent specific academic disciplines.","Monetary Support - Single Organization",NA
"B1184","EDU-B84-MS","EDU","Bxx","B8x","B84","MS","Education","Education","Providing monetary support to a sinlge organization in education.","Organizations whose members are graduates of a particular educational institution who provide support for the institution in the form of financial contributions, student recruitment efforts, promotional activities, fund-raising events and continued ties with the academic program.","Monetary Support - Single Organization",NA
"B1190","EDU-B90-MS","EDU","Bxx","B9x","B90","MS","Education","Education","Providing monetary support to a sinlge organization in education.","Organizations that provide educational programs within the formal educational system or offered as an adjunct to the traditional school curriculum which help students succeed in school and prepare for life. Includes organizations that partner parents, families, schools, business and/or community leaders to broker resources for the benefit of local schools.","Monetary Support - Single Organization",NA
"B1194","EDU-B94-MS","EDU","Bxx","B9x","B94","MS","Education","Education","Providing monetary support to a sinlge organization in education.","Organizations of parents, educators, students, and other citizens who are active in their schools and communities promoting the health, education, and welfare of children.","Monetary Support - Single Organization",NA
"B12","EDU-B00-MM","EDU","Bxx","B0x","B00","MM","Education","Education","Providing monetary support to multiple organizations in education.","Providing monetary support to multiple organizations in education.","Monetary Support - Multiple Organizations","United Negro College Fund, Funding for School Districts"
"B1220","EDU-B20-MM","EDU","Bxx","B2x","B20","MM","Education","Education","Providing monetary support to multiple organizations in education.","Preschool, elementary and secondary schools that provide a formal education for children and adolescents in kindergarten or first grade through grade twelve.","Monetary Support - Multiple Organizations",NA
"B1230","EDU-B30-MM","EDU","Bxx","B3x","B30","MM","Education","Education","Providing monetary support to multiple organizations in education.","Separately organized trade high schools or vocational centers that provide formal preparation for semiskilled, skilled, technical or professional occupations for high-school-aged students and, in some cases, adults who want to develop skills for employment.","Monetary Support - Multiple Organizations",NA
"B1240","EDU-B40-MM","EDU","Bxx","B4x","B40","MM","Education","Education","Providing monetary support to multiple organizations in education.","Educational institutions that provide opportunities for individuals to acquire a higher level of knowledge, skills and specialization in their chosen area of interest in a formal school setting. Use this code for higher education institutions not specified below.","Monetary Support - Multiple Organizations",NA
"B1242","EDU-B42-MM","EDU","Bxx","B4x","B42","MM","Education","Education","Providing monetary support to multiple organizations in education.","Educational institutions that offer college level courses of study that may lead to the customary bachelor of arts or science degree.","Monetary Support - Multiple Organizations",NA
"B1243","EDU-B43-MM","EDU","Bxx","B4x","B43","MM","Education","Education","Providing monetary support to multiple organizations in education.","Postsecondary educational institutions that offer postgraduate study at masters or doctorate levels in addition to an undergraduate program for people who meet entry level requirements and are interested in an advanced education. Some institutions of university status are known as colleges or institutes.","Monetary Support - Multiple Organizations",NA
